genome,completeness,contamination,length,N50
TOBG_SP-3982.fna,85.71,3.87,3238912,207537
TOBG_SP-3971.fna,75.82,0.0,1284142,23879
TOBG_SP-3966.fna,76.34,5.0,2268868,33588
TOBG_SP-39.fna,76.24,0.54,1261452,138984
TOBG_SP-38.fna,91.76,3.3,1144502,49376
TOBG_SP-37.fna,99.14,1.57,4100193,234456
TOBG_SP-362.fna,89.73,1.68,2293790,49736
TOBG_SP-361.fna,64.52,0.0,1037112,122874
TOBG_SP-360.fna,75.14,1.3,3832756,36568
TOBG_SP-36.fna,64.09,0.96,2245559,101558
TOBG_SP-359.fna,50.6,1.2,677948,29774
TOBG_SP-358.fna,87.94,4.73,2030970,141837
TOBG_SP-354.fna,82.1,3.91,2776252,47549
TOBG_SP-353.fna,53.45,0.0,1212569,23702
TOBG_SP-352.fna,54.13,1.98,1753659,25891
TOBG_SP-351.fna,76.92,1.28,1869266,47538
TOBG_SP-350.fna,99.78,0.17,2653514,404739
TOBG_SP-35.fna,80.48,3.36,3616561,46184
TOBG_SP-349.fna,82.36,0.43,2005130,154558
TOBG_SP-346.fna,70.43,1.2,1156343,87891
TOBG_SP-345.fna,62.96,0.49,3657167,615718
TOBG_SP-344.fna,91.75,0.2,1437644,374497
TOBG_SP-343.fna,90.56,2.18,1985284,73879
TOBG_SP-342.fna,78.88,1.98,1381570,59417
TOBG_SP-340.fna,89.02,4.27,3203335,48797
TOBG_SP-34.fna,87.94,4.08,4523946,52089
TOBG_SP-339.fna,68.8,1.52,2026952,126792
TOBG_SP-338.fna,67.02,0.0,1578517,44477
TOBG_SP-337.fna,89.16,0.0,1404973,84432
TOBG_SP-336.fna,51.28,0.43,1329214,71685
TOBG_SP-335.fna,80.99,3.05,1506851,59703
TOBG_SP-334.fna,85.48,0.0,2135264,248524
TOBG_SP-333.fna,81.03,1.72,3014278,71931
TOBG_SP-332.fna,79.63,1.85,4423858,72512
TOBG_SP-330.fna,90.3,0.54,2643743,155262
TOBG_SP-33.fna,56.9,0.0,3131133,67468
TOBG_SP-329.fna,58.67,1.61,1234092,31908
TOBG_SP-328.fna,87.91,0.3,1490868,89051
TOBG_SP-327.fna,53.08,0.0,706406,25712
TOBG_SP-326.fna,51.72,1.72,578724,34018
TOBG_SP-325.fna,59.48,1.72,878692,49038
TOBG_SP-324.fna,60.68,1.35,1961242,45736
TOBG_SP-323.fna,52.41,1.79,872951,63011
TOBG_SP-322.fna,50.67,0.8,1322758,49653
TOBG_SP-321.fna,64.36,0.59,1062871,166633
TOBG_SP-320.fna,78.47,0.0,1299712,63706
TOBG_SP-32.fna,98.64,0.74,4535791,116833
TOBG_SP-319.fna,80.45,0.99,1279897,57744
TOBG_SP-317.fna,71.81,1.12,1328772,27683
TOBG_SP-316.fna,83.33,0.0,1300963,113549
TOBG_SP-315.fna,65.28,0.0,1081185,25145
TOBG_SP-314.fna,59.81,0.93,1570831,56835
TOBG_SP-313.fna,55.96,0.31,1400455,23736
TOBG_SP-312.fna,82.88,0.0,3031767,99456
TOBG_SP-3119.fna,81.32,9.29,1661159,43275
TOBG_SP-3118.fna,85.46,6.25,1946822,62531
TOBG_SP-3117.fna,50.55,2.2,1126993,37480
TOBG_SP-3115.fna,53.6,4.0,871531,34477
TOBG_SP-3112.fna,85.96,5.65,1744466,132363
TOBG_SP-3111.fna,83.8,9.89,2695991,48956
TOBG_SP-3110.fna,72.68,2.89,2337007,42470
TOBG_SP-311.fna,94.44,2.2,2021477,439213
TOBG_SP-3109.fna,94.62,9.14,1778411,74325
TOBG_SP-3107.fna,73.78,3.2,1300620,93070
TOBG_SP-3105.fna,86.81,6.04,1457926,49880
TOBG_SP-3103.fna,92.25,8.28,2784006,62882
TOBG_SP-3102.fna,54.68,2.22,1179569,89007
TOBG_SP-3100.fna,69.44,3.66,1546425,34566
TOBG_SP-310.fna,63.79,1.72,1263246,235660
TOBG_SP-3098.fna,88.24,8.09,1749664,54976
TOBG_SP-3097.fna,76.37,3.3,2117628,40633
TOBG_SP-3096.fna,60.72,4.82,1606262,39051
TOBG_SP-3093.fna,58.67,3.2,1166594,32140
TOBG_SP-3092.fna,67.2,2.53,1356311,56671
TOBG_SP-3091.fna,63.67,2.2,3494728,26653
TOBG_SP-309.fna,55.36,0.0,1661101,50165
TOBG_SP-3089.fna,64.49,2.09,973508,40983
TOBG_SP-3088.fna,58.74,4.0,1440727,28324
TOBG_SP-3087.fna,58.11,3.6,1671428,20375
TOBG_SP-3086.fna,62.12,2.36,1918335,23058
TOBG_SP-3084.fna,90.65,5.16,5851096,122618
TOBG_SP-3083.fna,94.74,7.66,6383855,92748
TOBG_SP-3082.fna,57.35,2.15,2330281,33228
TOBG_SP-3081.fna,54.41,4.41,736563,38041
TOBG_SP-3078.fna,59.43,2.11,1263930,31250
TOBG_SP-3075.fna,54.81,4.25,2509982,25743
TOBG_SP-3074.fna,80.44,5.6,1674391,132463
TOBG_SP-3073.fna,79.34,4.41,1343137,86953
TOBG_SP-3070.fna,87.18,6.41,2719402,74618
TOBG_SP-307.fna,66.0,0.0,881127,33665
TOBG_SP-3069.fna,72.41,4.73,4061219,34408
TOBG_SP-3068.fna,76.81,4.8,1562263,94385
TOBG_SP-3067.fna,58.47,4.8,1135200,39910
TOBG_SP-3066.fna,70.93,3.6,1531766,72292
TOBG_SP-3065.fna,72.35,4.6,4963269,34433
TOBG_SP-3063.fna,84.8,5.6,1474404,82017
TOBG_SP-3062.fna,71.47,4.8,1817628,36391
TOBG_SP-3061.fna,73.79,2.14,1121693,56533
TOBG_SP-3060.fna,92.31,7.69,1455265,60264
TOBG_SP-3059.fna,86.0,5.6,1918464,113517
TOBG_SP-3058.fna,73.41,3.3,1422165,30990
TOBG_SP-3056.fna,51.87,4.4,2183349,59286
TOBG_SP-3054.fna,74.93,4.0,2030967,46533
TOBG_SP-3051.fna,60.99,2.4,1651390,39093
TOBG_SP-3050.fna,72.72,2.82,2077294,38234
TOBG_SP-305.fna,82.8,3.76,1518385,75413
TOBG_SP-3049.fna,62.54,3.28,846471,62067
TOBG_SP-3048.fna,78.37,2.04,3353924,61256
TOBG_SP-3046.fna,85.09,8.77,1524246,60600
TOBG_SP-3045.fna,68.98,3.96,1097020,168474
TOBG_SP-3044.fna,79.21,4.95,1193812,53809
TOBG_SP-3042.fna,66.13,3.36,1237099,47481
TOBG_SP-3041.fna,77.71,4.46,1271263,87532
TOBG_SP-3040.fna,93.79,8.56,2102722,311246
TOBG_SP-304.fna,85.7,2.14,2319253,64256
TOBG_SP-3038.fna,64.02,2.13,1318576,35204
TOBG_SP-3037.fna,90.21,5.49,4470947,106470
TOBG_SP-3036.fna,73.06,2.99,1116403,59799
TOBG_SP-3035.fna,84.64,9.76,4081570,112010
TOBG_SP-3034.fna,52.75,3.99,792564,56418
TOBG_SP-3031.fna,90.17,5.75,3248353,78051
TOBG_SP-3030.fna,94.83,8.62,3364662,132738
TOBG_SP-303.fna,73.2,1.6,1744370,79935
TOBG_SP-3029.fna,84.36,9.19,1620563,39818
TOBG_SP-3028.fna,81.21,8.05,1835621,76563
TOBG_SP-3027.fna,54.22,4.59,1183122,27749
TOBG_SP-3025.fna,74.67,3.36,1891342,49736
TOBG_SP-3024.fna,77.73,3.26,1815283,36954
TOBG_SP-3023.fna,79.7,2.28,2572992,52429
TOBG_SP-3022.fna,69.18,2.56,1496158,31155
TOBG_SP-3021.fna,90.16,7.79,2758833,59545
TOBG_SP-3020.fna,52.84,2.17,940958,24817
TOBG_SP-302.fna,72.67,1.2,2992494,242617
TOBG_SP-3017.fna,83.72,5.42,2465451,50768
TOBG_SP-3016.fna,56.84,2.03,2343446,30694
TOBG_SP-3014.fna,75.33,2.4,1669517,78980
TOBG_SP-3013.fna,89.02,6.75,2005348,48363
TOBG_SP-3012.fna,51.2,2.4,893797,24522
TOBG_SP-3010.fna,54.31,2.57,1358244,46353
TOBG_SP-301.fna,92.83,0.0,1403377,113503
TOBG_SP-3009.fna,72.94,2.69,1563190,31153
TOBG_SP-3007.fna,54.22,3.6,1085190,28446
TOBG_SP-3006.fna,65.93,4.4,1403718,34945
TOBG_SP-3005.fna,56.42,3.23,6553644,76509
TOBG_SP-3004.fna,88.05,9.93,1594079,30936
TOBG_SP-3003.fna,85.42,7.03,2418508,56749
TOBG_SP-3001.fna,69.7,2.69,3046766,33411
TOBG_SP-300.fna,69.08,0.06,2680812,213082
TOBG_SP-30.fna,79.15,0.23,2631522,29263
TOBG_SP-3.fna,99.78,0.0,3575202,344231
TOBG_SP-2999.fna,94.79,5.41,4908770,305426
TOBG_SP-2998.fna,62.82,2.2,663439,27069
TOBG_SP-2997.fna,66.5,2.99,1491828,34133
TOBG_SP-2995.fna,53.81,2.03,1243531,23844
TOBG_SP-2993.fna,68.17,2.91,7541783,36931
TOBG_SP-2992.fna,53.09,3.55,1851588,24022
TOBG_SP-299.fna,88.89,0.0,1677714,390892
TOBG_SP-2989.fna,77.66,2.2,1718797,27842
TOBG_SP-2986.fna,68.87,4.27,1661631,27275
TOBG_SP-2985.fna,88.64,5.54,3580267,33462
TOBG_SP-2983.fna,80.77,8.24,1428613,36112
TOBG_SP-2982.fna,80.93,5.28,3920627,71277
TOBG_SP-2979.fna,85.47,9.57,2725831,72094
TOBG_SP-2978.fna,90.52,8.62,3127694,162278
TOBG_SP-2977.fna,63.69,3.03,2051192,108622
TOBG_SP-2976.fna,73.08,3.24,1953004,47994
TOBG_SP-2975.fna,83.28,6.71,1489623,36021
TOBG_SP-2974.fna,63.6,2.21,3152488,160389
TOBG_SP-2972.fna,82.18,7.92,1146920,65673
TOBG_SP-2971.fna,58.12,3.42,1702514,74129
TOBG_SP-2970.fna,88.95,9.89,2259481,143297
TOBG_SP-297.fna,53.87,0.0,1231628,102644
TOBG_SP-296.fna,54.4,0.0,3660521,260393
TOBG_SP-295.fna,94.92,4.39,2484299,129115
TOBG_SP-294.fna,57.62,1.98,1472176,41190
TOBG_SP-293.fna,87.53,2.41,2111649,48489
TOBG_SP-292.fna,95.47,0.35,2172123,175857
TOBG_SP-291.fna,95.98,7.66,4617483,120961
TOBG_SP-290.fna,51.72,1.72,516008,32468
TOBG_SP-29.fna,82.88,2.86,1666069,98688
TOBG_SP-289.fna,84.4,4.39,1485911,73310
TOBG_SP-288.fna,89.86,4.63,3667612,94593
TOBG_SP-287.fna,50.9,0.18,1087788,35318
TOBG_SP-286.fna,66.73,1.54,2288189,37811
TOBG_SP-285.fna,85.48,4.3,1764392,41075
TOBG_SP-284.fna,76.68,0.99,1777664,27088
TOBG_SP-283.fna,83.07,3.68,2147645,64148
TOBG_SP-282.fna,90.44,2.21,1623259,99118
TOBG_SP-281.fna,82.91,2.14,1941723,70636
TOBG_SP-280.fna,53.21,1.14,1238427,51132
TOBG_SP-28.fna,81.64,1.0,4041891,46646
TOBG_SP-279.fna,96.77,0.0,2156134,172232
TOBG_SP-277.fna,64.67,0.38,1132529,201372
TOBG_SP-276.fna,73.3,1.1,2230723,40214
TOBG_SP-275.fna,97.37,6.09,3873455,246593
TOBG_SP-274.fna,82.26,1.44,3217930,46604
TOBG_SP-273.fna,50.77,0.0,775550,52363
TOBG_SP-272.fna,79.76,1.6,1935643,104364
TOBG_SP-27.fna,90.48,0.11,1204724,77842
TOBG_SP-269.fna,81.81,3.48,3110986,39489
TOBG_SP-268.fna,55.89,0.78,2623059,77020
TOBG_SP-267.fna,95.38,0.2,1712152,145265
TOBG_SP-266.fna,66.81,1.44,986362,76387
TOBG_SP-265.fna,66.85,1.71,1635736,35939
TOBG_SP-264.fna,54.48,1.72,3957263,52019
TOBG_SP-263.fna,93.66,0.48,2016084,98228
TOBG_SP-262.fna,87.29,1.98,1647144,77583
TOBG_SP-260.fna,73.83,0.59,4224084,287611
TOBG_SP-26.fna,86.27,3.61,2793604,64374
TOBG_SP-259.fna,92.91,3.45,2338586,110433
TOBG_SP-257.fna,89.44,1.98,1460664,68242
TOBG_SP-256.fna,87.87,0.0,1426555,49412
TOBG_SP-253.fna,82.84,3.89,2060798,105438
TOBG_SP-252.fna,73.4,0.73,3179669,550822
TOBG_SP-250.fna,95.7,4.84,3000463,140668
TOBG_SP-25.fna,54.71,1.82,1577793,42933
TOBG_SP-248.fna,75.03,0.0,981310,53221
TOBG_SP-247.fna,84.38,0.0,3208965,284301
TOBG_SP-246.fna,92.46,4.25,2948989,174627
TOBG_SP-245.fna,95.31,4.43,4741554,210283
TOBG_SP-244.fna,80.68,2.48,3527612,92298
TOBG_SP-243.fna,82.42,2.75,1595988,53297
TOBG_SP-242.fna,88.58,4.08,4161290,52402
TOBG_SP-241.fna,88.29,3.38,3541024,42841
TOBG_SP-240.fna,88.63,0.0,1715815,90299
TOBG_SP-24.fna,78.21,0.85,1549675,51848
TOBG_SP-239.fna,51.72,0.0,1400805,24668
TOBG_SP-237.fna,93.1,4.08,2773625,42102
TOBG_SP-238.fna,91.94,0.66,2717702,71794
TOBG_SP-236.fna,70.47,1.28,3349759,43456
TOBG_SP-234.fna,91.29,2.12,4601103,79137
TOBG_SP-233.fna,52.33,0.01,977303,24263
TOBG_SP-232.fna,76.68,1.91,2730635,28904
TOBG_SP-231.fna,52.42,1.6,812166,31546
TOBG_SP-230.fna,70.79,1.32,1391602,164018
TOBG_SP-23.fna,91.89,2.7,3720822,70096
TOBG_SP-229.fna,56.9,0.0,1462982,53746
TOBG_SP-228.fna,60.08,0.29,1927972,31215
TOBG_SP-227.fna,56.16,2.0,1212559,28035
TOBG_SP-226.fna,63.56,0.54,1083797,35000
TOBG_SP-225.fna,53.45,1.88,2133031,30870
TOBG_SP-224.fna,93.73,4.95,2484032,130321
TOBG_SP-223.fna,54.7,1.28,1141165,110044
TOBG_SP-221.fna,52.51,0.58,1654956,26172
TOBG_SP-22.fna,84.83,2.35,979180,53508
TOBG_SP-222.fna,89.77,0.99,2565722,71586
TOBG_SP-219.fna,97.86,2.99,2467670,164181
TOBG_SP-218.fna,84.38,1.3,2144486,44114
TOBG_SP-216.fna,82.77,0.0,2629786,41472
TOBG_SP-215.fna,68.0,1.28,1223726,38051
TOBG_SP-214.fna,52.53,0.8,1179826,33103
TOBG_SP-213.fna,83.64,2.62,2475071,52379
TOBG_SP-212.fna,59.33,1.6,1337939,26067
TOBG_SP-211.fna,67.94,1.01,2613128,36957
TOBG_SP-210.fna,77.16,1.6,1641616,36182
TOBG_SP-21.fna,86.88,2.62,3997395,42513
TOBG_SP-209.fna,74.13,0.0,1842525,67090
TOBG_SP-208.fna,76.27,0.8,1400198,87526
TOBG_SP-207.fna,67.2,0.0,1628016,38828
TOBG_SP-206.fna,54.4,1.12,3870875,33369
TOBG_SP-205.fna,62.17,0.43,2571232,23497
TOBG_SP-204.fna,84.62,4.37,3802615,54232
TOBG_SP-203.fna,81.88,4.94,3557150,44248
TOBG_SP-202.fna,61.8,0.57,1402068,31827
TOBG_SP-201.fna,85.58,0.0,1736712,70517
TOBG_SP-200.fna,67.16,1.11,7098216,35065
TOBG_SP-20.fna,99.5,4.29,3673197,290471
TOBG_SP-2.fna,98.23,0.47,3140658,197236
TOBG_SP-199.fna,73.67,1.97,1517849,25596
TOBG_SP-198.fna,53.6,0.32,2679101,33656
TOBG_SP-197.fna,98.91,3.76,3712544,275899
TOBG_SP-195.fna,73.87,1.99,1251088,47277
TOBG_SP-194.fna,97.28,6.32,4056422,46847
TOBG_SP-193.fna,51.15,0.0,971642,48955
TOBG_SP-192.fna,52.44,0.0,874813,28682
TOBG_SP-190.fna,88.65,2.72,1689504,85971
TOBG_SP-19.fna,95.16,0.02,2431853,68930
TOBG_SP-189.fna,81.74,3.23,1696704,34215
TOBG_SP-188.fna,94.63,1.19,1660234,279619
TOBG_SP-187.fna,92.99,3.76,2305420,59554
TOBG_SP-186.fna,98.94,2.08,3843638,400483
TOBG_SP-185.fna,77.31,0.0,1265547,39843
TOBG_SP-184.fna,95.45,9.09,3744199,382175
TOBG_SP-183.fna,81.28,3.21,3632679,59058
TOBG_SP-182.fna,95.96,0.34,5656820,106594
TOBG_SP-181.fna,98.71,8.76,4460577,182327
TOBG_SP-180.fna,99.57,1.63,3734379,250510
TOBG_SP-18.fna,84.49,0.0,2783358,52290
TOBG_SP-179.fna,89.61,0.82,3020114,50062
TOBG_SP-178.fna,67.09,0.0,855507,38257
TOBG_SP-177.fna,81.81,0.77,3586841,40239
TOBG_SP-176.fna,98.78,5.94,6798689,228818
TOBG_SP-196.fna,89.77,0.2,1860284,92056
TOBG_RS-826.fna,94.51,5.03,2689638,54801
TOBG_RS-823.fna,68.54,4.8,1784747,15535
TOBG_RS-822.fna,93.59,3.3,5850589,30881
TOBG_RS-401.fna,70.74,1.6,1674253,46693
TOBG_RS-400.fna,68.97,0.0,2658916,30548
TOBG_RS-398.fna,99.86,7.06,7787459,45945
TOBG_RS-397.fna,83.36,1.03,2309437,16692
TOBG_RS-396.fna,56.18,0.0,1673466,10580
TOBG_RS-395.fna,92.5,2.22,5689386,50924
TOBG_RS-394.fna,71.95,0.0,1896068,18271
TOBG_RS-392.fna,76.4,0.8,1413436,36385
TOBG_RS-391.fna,84.62,2.99,2079132,36811
TOBG_RS-390.fna,61.11,1.72,1045125,14631
TOBG_RS-389.fna,90.01,2.81,1546902,28487
TOBG_RS-388.fna,84.71,3.08,2225131,30122
TOBG_RS-387.fna,82.91,4.02,1800507,42737
TOBG_RS-386.fna,99.13,3.31,3414596,110080
TOBG_RS-385.fna,50.93,0.99,928510,10302
TOBG_RS-384.fna,80.34,2.14,1595570,28968
TOBG_RS-383.fna,90.77,4.44,6259786,39492
TOBG_RS-382.fna,79.09,0.43,2449540,17587
TOBG_RS-381.fna,76.84,0.0,1489377,19682
TOBG_RS-380.fna,85.02,3.91,3137280,26944
TOBG_RS-379.fna,58.92,0.68,2268540,10027
TOBG_RS-378.fna,59.34,1.1,2558982,32941
TOBG_RS-375.fna,65.07,0.0,1080452,106080
TOBG_RS-374.fna,66.45,0.56,1830070,9080
TOBG_RS-373.fna,85.55,2.3,2398146,44942
TOBG_RS-372.fna,71.25,0.62,1626400,10168
TOBG_RS-371.fna,84.16,3.17,2097892,26735
TOBG_RS-370.fna,63.69,0.0,1876046,10445
TOBG_RS-369.fna,57.08,1.65,1590352,15258
TOBG_RS-368.fna,58.43,0.0,1519513,16941
TOBG_RS-367.fna,99.48,6.31,3120740,412721
TOBG_RS-366.fna,52.08,1.56,635633,12352
TOBG_RS-364.fna,96.09,1.96,3129804,538059
TOBG_RS-363.fna,91.45,1.61,4808176,25191
TOBG_RS-361.fna,98.26,3.74,2946582,42555
TOBG_RS-360.fna,51.95,0.0,943947,7442
TOBG_RS-356.fna,52.28,0.0,738650,15704
TOBG_RS-355.fna,95.75,0.83,5672672,50644
TOBG_RS-354.fna,68.24,1.6,1251179,24913
TOBG_RS-352.fna,82.36,3.33,1244678,24244
TOBG_RS-351.fna,61.45,0.97,545893,8057
TOBG_RS-350.fna,90.11,0.0,2358051,68576
TOBG_RS-349.fna,86.75,2.99,1980219,21860
TOBG_RS-348.fna,78.51,1.92,1837910,22414
TOBG_RS-347.fna,64.24,1.94,1623249,15741
TOBG_RS-345.fna,65.81,1.8,1143124,24164
TOBG_RS-344.fna,76.4,0.68,1343288,17262
TOBG_RS-343.fna,52.34,0.95,1817371,9134
TOBG_RS-342.fna,98.99,0.89,3969902,188884
TOBG_RS-341.fna,86.18,2.96,1580829,17706
TOBG_RS-307.fna,52.14,4.7,876650,13109
TOBG_NP-998.fna,61.32,3.77,718441,26688
TOBG_NP-997.fna,93.01,5.38,2432264,38515
TOBG_NP-996.fna,74.43,3.29,1237341,14396
TOBG_NP-995.fna,57.11,2.91,1458108,35205
TOBG_NP-993.fna,82.37,9.83,2957209,34436
TOBG_NP-992.fna,79.84,4.73,3330616,17524
TOBG_NP-990.fna,62.07,4.39,2009368,12979
TOBG_NP-99.fna,97.22,1.11,8403301,54252
TOBG_NP-989.fna,63.21,3.06,5015115,15732
TOBG_NP-987.fna,72.35,2.15,1444045,20332
TOBG_NP-986.fna,85.3,5.66,2494384,18253
TOBG_NP-982.fna,71.86,2.27,1892030,16948
TOBG_NP-981.fna,55.47,3.04,1491785,12850
TOBG_NP-980.fna,70.76,3.1,1933006,29703
TOBG_NP-98.fna,69.1,0.99,2706969,18673
TOBG_NP-978.fna,56.06,2.97,956862,13270
TOBG_NP-977.fna,51.9,2.2,1413290,15453
TOBG_NP-976.fna,58.27,4.53,2065721,76795
TOBG_NP-975.fna,61.19,3.82,2120931,11606
TOBG_NP-972.fna,69.96,2.97,1108173,23398
TOBG_NP-970.fna,84.48,6.63,2539482,35869
TOBG_NP-97.fna,88.72,4.45,3509560,67547
TOBG_NP-969.fna,80.87,7.27,2677747,16883
TOBG_NP-966.fna,90.48,7.12,1801577,51356
TOBG_NP-965.fna,75.0,4.8,1418723,58951
TOBG_NP-964.fna,81.94,5.74,3828156,80168
TOBG_NP-962.fna,56.82,2.27,2471750,14820
TOBG_NP-961.fna,59.74,2.41,734697,11462
TOBG_NP-960.fna,76.23,2.18,4153146,64661
TOBG_NP-96.fna,75.78,1.02,3358496,16742
TOBG_NP-959.fna,60.18,2.44,2158334,13324
TOBG_NP-958.fna,58.45,3.76,2550036,67622
TOBG_NP-956.fna,82.23,9.45,2989435,62638
TOBG_NP-955.fna,78.99,3.43,3919939,43980
TOBG_NP-954.fna,83.66,5.5,1603874,27027
TOBG_NP-952.fna,85.61,5.01,3810359,13778
TOBG_NP-951.fna,84.45,5.16,5191628,18853
TOBG_NP-95.fna,92.65,0.63,4499712,99099
TOBG_NP-949.fna,86.01,6.05,3924218,30895
TOBG_NP-948.fna,78.94,2.81,3237061,47099
TOBG_NP-945.fna,90.75,9.41,3148818,27502
TOBG_NP-944.fna,80.22,5.08,1256471,22775
TOBG_NP-943.fna,54.83,2.1,1288540,26034
TOBG_NP-942.fna,87.79,6.93,2687717,78786
TOBG_NP-941.fna,52.0,3.2,1104739,23225
TOBG_NP-94.fna,91.71,0.93,3248331,31905
TOBG_NP-939.fna,74.3,4.78,3100449,26290
TOBG_NP-937.fna,71.34,2.99,1550254,17708
TOBG_NP-936.fna,86.61,6.63,4639937,36503
TOBG_NP-935.fna,56.87,3.47,1026314,27392
TOBG_NP-932.fna,76.86,4.46,1743660,23479
TOBG_NP-931.fna,86.39,9.24,1820015,35542
TOBG_NP-93.fna,52.59,0.08,1838842,10830
TOBG_NP-946.fna,73.19,4.93,1602573,36638
TOBG_NP-92.fna,97.29,0.45,3057966,120059
TOBG_NP-91.fna,87.93,4.04,2864318,383424
TOBG_NP-90.fna,97.29,0.37,3583678,88874
TOBG_NP-9.fna,96.71,1.63,4089862,107182
TOBG_NP-89.fna,99.87,1.08,3131483,270408
TOBG_NP-88.fna,50.99,1.1,3244119,18010
TOBG_NP-87.fna,93.69,1.11,4864823,103494
TOBG_NP-86.fna,91.7,1.18,7610323,26485
TOBG_NP-85.fna,83.68,1.82,1873240,155382
TOBG_NP-84.fna,69.2,0.0,1237736,39863
TOBG_NP-83.fna,60.83,0.13,1477336,15136
TOBG_NP-82.fna,50.28,0.57,1303591,11800
TOBG_NP-81.fna,83.62,4.92,5970290,26735
TOBG_NP-80.fna,89.74,0.85,1441759,39920
TOBG_NP-8.fna,96.62,1.08,2606639,56918
TOBG_NP-79.fna,86.59,1.83,1992915,30925
TOBG_NP-78.fna,57.37,0.34,1595643,15843
TOBG_NP-77.fna,92.99,3.31,1996248,39464
TOBG_NP-76.fna,65.62,0.15,2115416,17284
TOBG_NP-75.fna,98.64,1.36,3528229,57816
TOBG_NP-74.fna,69.21,0.66,1559287,17904
TOBG_NP-73.fna,70.27,0.8,1812495,29377
TOBG_NP-72.fna,90.98,2.2,2604863,18452
TOBG_NP-70.fna,62.25,0.93,1339480,43991
TOBG_NP-7.fna,97.43,2.34,3379762,45809
TOBG_NP-69.fna,88.44,2.4,5270286,29270
TOBG_NP-68.fna,92.05,2.99,2829575,36592
TOBG_NP-66.fna,61.38,0.02,2721741,14634
TOBG_NP-65.fna,79.4,0.0,1733199,40049
TOBG_NP-64.fna,83.52,3.55,1970833,31903
TOBG_NP-63.fna,71.74,1.34,1975252,17094
TOBG_NP-62.fna,55.49,0.31,3607969,18439
TOBG_NP-61.fna,52.8,1.51,1664923,16051
TOBG_NP-60.fna,98.28,4.47,5814405,113317
TOBG_NP-6.fna,98.75,2.82,7018685,190784
TOBG_NP-59.fna,82.3,3.27,3019873,21405
TOBG_NP-58.fna,96.16,4.24,3675190,30339
TOBG_NP-57.fna,90.98,4.7,2589833,28417
TOBG_NP-56.fna,96.27,1.43,2695609,28543
TOBG_NP-55.fna,82.95,4.4,1833259,27847
TOBG_NP-54.fna,84.04,4.47,2380199,21831
TOBG_NP-53.fna,78.09,0.57,2948565,18069
TOBG_NP-52.fna,88.71,1.98,1965511,54871
TOBG_NP-51.fna,84.32,1.22,2679977,22597
TOBG_NP-50.fna,53.94,1.71,1461771,12626
TOBG_NP-5.fna,96.27,4.39,6553609,82588
TOBG_NP-49.fna,93.74,2.6,5103009,62892
TOBG_NP-48.fna,65.47,2.0,2230549,25633
TOBG_NP-47.fna,97.65,1.18,4782286,253426
TOBG_NP-46.fna,56.45,1.59,2598567,22721
TOBG_NP-45.fna,82.54,4.05,2922982,41251
TOBG_NP-44.fna,71.87,1.5,1999467,16031
TOBG_RS-465.fna,75.96,2.97,2877862,22373
TOBG_RS-463.fna,53.17,4.95,714855,10574
TOBG_RS-462.fna,63.6,3.2,1257060,44019
TOBG_RS-461.fna,64.46,4.9,1478319,17587
TOBG_RS-460.fna,74.33,3.85,2154279,57835
TOBG_RS-459.fna,53.78,3.46,1250533,17783
TOBG_RS-458.fna,94.04,6.59,2429970,113833
TOBG_RS-457.fna,59.25,3.06,2070482,13094
TOBG_RS-455.fna,64.96,3.07,1258596,17580
TOBG_RS-454.fna,77.13,2.56,1871976,19373
TOBG_RS-453.fna,78.22,4.46,1297611,14431
TOBG_RS-452.fna,69.87,4.05,1539651,11879
TOBG_RS-451.fna,63.16,4.15,1357874,9676
TOBG_RS-450.fna,53.23,2.45,2197173,12076
TOBG_RS-448.fna,63.79,2.56,2175156,11358
TOBG_RS-447.fna,73.48,2.14,1918638,19282
TOBG_RS-446.fna,59.11,3.29,1405939,10323
TOBG_RS-443.fna,66.0,4.29,1126169,22231
TOBG_RS-442.fna,62.68,2.4,1384723,27111
TOBG_RS-441.fna,54.52,4.14,995846,10886
TOBG_RS-440.fna,74.53,3.2,1838131,21717
TOBG_RS-439.fna,79.51,2.15,1461763,35893
TOBG_RS-438.fna,90.62,7.62,1684994,18542
TOBG_RS-437.fna,53.49,3.67,1278901,8646
TOBG_RS-435.fna,78.38,2.53,1482392,139469
TOBG_RS-434.fna,92.47,6.99,2142183,133924
TOBG_RS-433.fna,55.05,4.03,993817,11785
TOBG_RS-432.fna,70.0,4.0,1790314,52805
TOBG_RS-431.fna,93.91,6.72,1806930,51610
TOBG_RS-429.fna,59.01,2.3,1220485,16236
TOBG_RS-428.fna,93.67,7.72,1512600,31708
TOBG_RS-427.fna,53.36,1.72,1406456,11291
TOBG_RS-426.fna,88.4,4.17,4655006,23484
TOBG_RS-425.fna,53.89,1.08,2148062,13381
TOBG_RS-424.fna,57.47,0.53,1046123,16263
TOBG_RS-423.fna,95.46,6.45,5326059,59315
TOBG_RS-422.fna,95.85,6.44,2030206,25251
TOBG_RS-420.fna,90.35,0.0,1348634,68605
TOBG_RS-418.fna,50.84,1.1,1409372,14081
TOBG_RS-417.fna,63.84,1.87,1322505,14479
TOBG_RS-415.fna,84.35,3.23,4136798,51961
TOBG_RS-414.fna,55.17,0.0,1747370,12994
TOBG_RS-413.fna,59.57,1.98,1517653,23706
