genome,completeness,contamination,length,N50,centrality
TOBG_SAT-154.fna,77.69,0.99,1288042.0,45041.0,0.0
TOBG_SAT-1530.fna,54.9,4.93,,,0.0
TOBG_SAT-153.fna,54.36,0.0,,,0.0
TOBG_SAT-152.fna,92.26,0.59,1554143.0,97917.0,0.0
TOBG_SAT-1517.fna,81.82,6.14,2749100.0,30301.0,0.0
TOBG_SAT-1510.fna,75.02,4.0,1552599.0,43080.0,0.0
TOBG_SAT-151.fna,65.19,0.66,,,0.0
TOBG_SAT-1509.fna,94.3,6.88,2545681.0,88592.0,0.0
TOBG_SAT-1507.fna,72.15,4.49,,,0.0
TOBG_SAT-1505.fna,59.05,2.56,,,0.0
TOBG_SAT-1504.fna,63.6,3.6,,,0.0
TOBG_SAT-150.fna,86.32,3.42,3834755.0,57240.0,0.0
TOBG_SAT-15.fna,97.78,9.0,1784937.0,98205.0,0.977894
TOBG_SAT-149.fna,71.26,1.01,,,0.0
TOBG_SAT-1489.fna,60.07,4.95,,,0.0
TOBG_SAT-1487.fna,59.07,3.51,,,0.0
TOBG_SAT-1485.fna,67.07,4.8,,,0.0
TOBG_SAT-148.fna,66.45,0.0,,,0.0
TOBG_SAT-1475.fna,72.49,3.2,,,0.0
TOBG_SAT-147.fna,50.87,0.0,,,0.0
TOBG_SAT-1464.fna,63.19,4.62,,,0.0
TOBG_SAT-1462.fna,79.17,4.86,3779589.0,37318.0,0.0
TOBG_SAT-1461.fna,52.45,2.38,,,0.0
TOBG_SAT-1460.fna,59.61,2.4,,,0.0
TOBG_SAT-146.fna,55.46,0.0,,,0.0
TOBG_SAT-1451.fna,85.65,5.49,4963030.0,39891.0,0.972936
TOBG_SAT-1450.fna,79.67,2.2,1429480.0,21197.0,0.0
TOBG_SAT-1449.fna,85.73,5.33,2193070.0,32102.0,0.0
TOBG_SAT-1448.fna,75.14,4.16,1755872.0,32124.0,0.980752
TOBG_SAT-1446.fna,79.55,2.56,1061360.0,50446.0,0.0
TOBG_SAT-144.fna,51.07,1.71,,,0.0
TOBG_SAT-1434.fna,87.1,8.6,2404839.0,31604.0,0.0
TOBG_SAT-1433.fna,68.5,4.41,,,0.0
TOBG_SAT-1431.fna,81.97,5.98,1683245.0,49395.0,0.9690395
TOBG_SAT-1430.fna,54.92,3.7,,,0.0
TOBG_SAT-143.fna,63.73,0.0,,,0.0
TOBG_SAT-1429.fna,58.05,3.51,,,0.0
TOBG_SAT-1416.fna,61.47,4.88,,,0.0
TOBG_SAT-141.fna,99.46,5.77,5030346.0,151465.0,0.0
TOBG_SAT-1405.fna,65.38,2.99,,,0.0
TOBG_SAT-1404.fna,56.06,2.34,,,0.0
TOBG_SAT-1403.fna,81.32,8.31,1404366.0,65595.0,0.0
TOBG_SAT-1401.fna,91.67,8.04,3750247.0,210100.0,0.0
TOBG_SAT-140.fna,70.41,0.0,,,0.0
TOBG_SAT-1391.fna,85.42,8.07,2504860.0,65257.0,0.0
TOBG_SAT-1390.fna,69.15,2.09,,,0.0
TOBG_SAT-139.fna,81.07,1.94,919096.0,59942.0,0.0
TOBG_SAT-1388.fna,93.81,7.13,1571405.0,38914.0,0.0
TOBG_SAT-1387.fna,54.1,3.55,,,0.0
TOBG_SAT-1386.fna,51.71,3.19,,,0.0
TOBG_SAT-1384.fna,50.98,3.64,,,0.0
TOBG_SAT-1383.fna,66.62,3.41,,,0.0
TOBG_SAT-138.fna,82.42,0.0,1429528.0,24098.0,0.0
TOBG_SAT-137.fna,86.33,1.94,1459682.0,36252.0,0.0
TOBG_SAT-1369.fna,87.77,8.62,1246510.0,97858.0,0.0
TOBG_SAT-1367.fna,93.91,8.19,2352603.0,52034.0,0.0
TOBG_SAT-1366.fna,92.24,5.49,1991930.0,178775.0,0.9739275000000001
TOBG_SAT-136.fna,57.48,0.0,,,0.0
TOBG_SAT-1346.fna,75.21,2.56,1427231.0,41882.0,0.969737
TOBG_SAT-1359.fna,76.07,3.47,1787786.0,37181.0,0.0
TOBG_SAT-1358.fna,72.69,3.83,,,0.0
TOBG_SAT-1356.fna,55.02,2.6,,,0.0
TOBG_SAT-135.fna,88.6,0.36,1523834.0,107010.0,0.0
TOBG_SAT-1347.fna,60.13,3.2,,,0.0
TOBG_SAT-1345.fna,51.47,4.78,,,0.0
TOBG_SAT-1344.fna,73.05,2.41,,,0.0
TOBG_SAT-1342.fna,78.54,4.36,1218921.0,81178.0,0.0
TOBG_SAT-1340.fna,70.31,3.51,,,0.0
TOBG_SAT-134.fna,89.08,4.0,2301888.0,38329.0,0.9788284
TOBG_SAT-1339.fna,79.43,4.87,2043271.0,59034.0,0.0
TOBG_SAT-1333.fna,65.81,2.56,,,0.0
TOBG_SAT-1332.fna,61.74,4.0,,,0.0
TOBG_SAT-1331.fna,75.91,4.57,1809684.0,33398.0,0.0
TOBG_SAT-133.fna,75.37,1.19,1870654.0,27755.0,0.959045
TOBG_SAT-1329.fna,77.06,2.4,1632297.0,39120.0,0.0
TOBG_SAT-1328.fna,66.29,4.76,,,0.0
TOBG_SAT-132.fna,85.27,1.08,1956592.0,36811.0,0.0
TOBG_SAT-131.fna,70.73,0.0,,,0.0
TOBG_SAT-1309.fna,94.83,6.21,3157252.0,170238.0,0.9953164999999999
TOBG_SAT-1308.fna,83.1,5.17,4185089.0,391551.0,0.0
TOBG_SAT-1302.fna,55.1,2.73,,,0.0
TOBG_SAT-1301.fna,51.88,4.28,,,0.0
TOBG_SAT-1300.fna,50.82,2.76,,,0.0
TOBG_SAT-130.fna,99.29,4.0,3595762.0,338219.0,0.0
TOBG_SAT-13.fna,95.71,0.99,1395102.0,103748.0,0.0
TOBG_SAT-129.fna,96.88,1.79,3778761.0,80084.0,0.0
TOBG_SAT-1289.fna,86.83,7.37,2201031.0,25489.0,0.0
TOBG_SAT-128.fna,97.74,8.24,5214681.0,120413.0,0.0
TOBG_SAT-127.fna,73.93,1.28,,,0.0
TOBG_SAT-126.fna,98.28,6.55,3662687.0,80680.0,0.0
TOBG_SAT-125.fna,50.16,1.68,,,0.0
TOBG_SAT-124.fna,56.18,1.44,,,0.0
TOBG_SAT-123.fna,50.68,0.99,,,0.0
TOBG_SAT-122.fna,70.81,1.6,,,0.0
TOBG_SAT-121.fna,100.0,6.18,3566368.0,248826.0,0.9928496000000001
TOBG_SAT-120.fna,62.74,1.07,,,0.0
TOBG_SAT-12.fna,94.64,1.18,4537602.0,50522.0,0.0
TOBG_SAT-119.fna,51.67,0.26,,,0.0
TOBG_SAT-118.fna,58.8,0.0,,,0.0
TOBG_SAT-117.fna,99.61,3.93,3958712.0,589755.0,0.9999235
TOBG_SAT-116.fna,70.34,1.6,,,0.0
TOBG_SAT-115.fna,99.35,9.09,3864107.0,268648.0,0.99925
TOBG_SAT-145.fna,80.53,1.6,1808944.0,53228.0,0.996631
TOBG_SAT-113.fna,99.14,3.99,4081676.0,130539.0,0.994953
TOBG_SAT-112.fna,98.06,5.38,2675016.0,75875.0,0.0
TOBG_SAT-111.fna,99.43,1.61,4727930.0,115466.0,0.0
TOBG_SAT-110.fna,97.23,6.58,3119350.0,96234.0,0.0
TOBG_SAT-11.fna,67.07,1.6,,,0.0
TOBG_SAT-109.fna,96.81,7.51,4574030.0,85675.0,0.986389
TOBG_SAT-108.fna,91.7,3.91,3542561.0,41137.0,0.990083
TOBG_SAT-107.fna,95.89,9.15,2507259.0,61157.0,0.0
TOBG_SAT-106.fna,99.24,0.27,3264734.0,291115.0,0.990191
TOBG_SAT-105.fna,93.55,1.08,1669274.0,158331.0,0.9556
TOBG_SAT-104.fna,98.51,1.35,2864745.0,70623.0,0.99776
TOBG_SAT-103.fna,87.53,1.08,1803236.0,32651.0,0.966464
TOBG_SAT-102.fna,57.73,0.0,,,0.0
TOBG_SAT-100.fna,56.03,1.72,,,0.0
TOBG_SAT-10.fna,95.61,3.45,4732202.0,50212.0,0.9750173333333333
TOBG_SAT-1.fna,89.64,2.2,3229293.0,65602.0,0.9852505
TOBG_SP-95.fna,60.75,1.63,,,0.0
TOBG_SP-94.fna,85.3,4.84,1668993.0,45913.0,0.0
TOBG_SP-93.fna,98.32,0.0,2739896.0,197090.0,0.9779288000000002
TOBG_SP-92.fna,68.97,0.0,,,0.0
TOBG_SP-91.fna,54.25,0.0,,,0.0
TOBG_SP-90.fna,59.66,0.86,,,0.0
TOBG_SP-9.fna,61.67,0.21,,,0.0
TOBG_SP-89.fna,95.6,8.85,2450610.0,97562.0,0.0
TOBG_SP-88.fna,79.07,0.8,1576740.0,99969.0,0.0
TOBG_SP-87.fna,62.4,0.89,,,0.0
TOBG_SP-86.fna,83.08,4.04,2669531.0,42808.0,0.0
TOBG_SP-85.fna,98.31,8.88,3920992.0,90271.0,0.0
TOBG_SP-83.fna,59.09,0.0,,,0.0
TOBG_SP-82.fna,90.86,2.87,2327368.0,51424.0,0.0
TOBG_SP-81.fna,90.81,1.1,1695481.0,70464.0,0.0
TOBG_SP-80.fna,68.97,1.72,,,0.0
TOBG_SP-8.fna,89.06,2.2,4782217.0,68068.0,0.0
TOBG_SP-79.fna,53.07,0.8,,,0.0
TOBG_SP-78.fna,86.13,1.73,1781988.0,45965.0,0.0
TOBG_SP-77.fna,51.65,0.0,,,0.0
TOBG_SP-75.fna,91.58,0.89,2802668.0,44465.0,0.0
TOBG_SP-74.fna,81.65,2.96,3804900.0,44218.0,0.999495
TOBG_SP-73.fna,97.6,2.47,3401106.0,107738.0,0.9978549999999999
TOBG_SP-72.fna,67.76,0.99,,,0.0
TOBG_SP-71.fna,76.61,0.0,1372768.0,48944.0,0.978508
TOBG_SP-70.fna,99.65,5.56,4898945.0,249789.0,0.0
TOBG_SP-7.fna,55.17,0.0,,,0.0
TOBG_SP-69.fna,88.78,3.47,1354892.0,83715.0,0.9666450000000001
TOBG_SP-68.fna,59.27,0.84,,,0.0
TOBG_SP-67.fna,63.96,0.8,,,0.0
TOBG_SP-65.fna,55.17,0.0,,,0.0
TOBG_SP-64.fna,95.23,3.16,3563167.0,108829.0,0.955657
TOBG_SP-62.fna,99.54,2.67,2932452.0,277290.0,0.0
TOBG_SP-61.fna,96.64,3.91,3649144.0,93019.0,0.0
TOBG_SP-60.fna,87.73,3.21,3029302.0,83875.0,0.9844364999999999
TOBG_SP-6.fna,73.36,1.84,,,0.0
TOBG_SP-59.fna,71.62,0.37,,,0.0
TOBG_SP-58.fna,71.0,0.65,,,0.0
TOBG_SP-57.fna,86.97,4.71,2980545.0,81866.0,0.979282
TOBG_SP-56.fna,84.91,4.02,1399098.0,86182.0,0.0
TOBG_SP-55.fna,50.88,1.75,,,0.0
TOBG_SP-54.fna,61.65,0.54,,,0.0
TOBG_SP-53.fna,55.33,1.72,,,0.0
TOBG_SP-52.fna,89.39,2.18,3645475.0,98695.0,0.0
TOBG_SP-51.fna,73.63,0.0,,,0.0
TOBG_SP-50.fna,63.17,0.0,,,0.0
TOBG_SP-5.fna,95.27,2.36,6081546.0,90505.0,0.0
TOBG_SP-49.fna,74.13,1.19,,,0.0
TOBG_SP-486.fna,77.11,0.0,1130614.0,118506.0,0.0
TOBG_SP-48.fna,62.64,0.0,,,0.0
TOBG_SP-47.fna,88.71,3.76,1497536.0,93441.0,0.954917
TOBG_SP-45.fna,91.51,4.99,3674042.0,49922.0,0.982346
TOBG_SP-4388.fna,90.11,2.2,3031464.0,92674.0,0.0
TOBG_SP-4387.fna,89.49,0.0,3354005.0,51844.0,0.0
TOBG_SP-4380.fna,71.31,0.85,,,0.0
TOBG_SP-4379.fna,89.5,0.0,1264697.0,151459.0,0.977457
TOBG_SP-4374.fna,52.26,0.0,,,0.0
TOBG_SP-4369.fna,87.4,1.88,1821255.0,311792.0,0.0
TOBG_SP-4366.fna,84.66,6.6,2793593.0,133888.0,0.0
TOBG_SP-4365.fna,93.11,1.81,3067623.0,69545.0,0.0
TOBG_SP-4360.fna,93.23,4.68,1683532.0,63877.0,0.0
TOBG_SP-4356.fna,76.4,0.99,1315367.0,124783.0,0.994818
TOBG_SP-4355.fna,74.42,2.97,,,0.0
TOBG_SP-4300.fna,73.59,4.82,,,0.0
TOBG_SP-43.fna,98.33,1.61,2350912.0,159377.0,0.999959
TOBG_SP-4294.fna,56.32,0.85,,,0.0
TOBG_SP-4291.fna,56.9,0.86,,,0.0
TOBG_SP-4288.fna,95.01,5.94,1574062.0,188156.0,0.970195
TOBG_SP-4275.fna,71.23,2.01,,,0.0
TOBG_SP-4272.fna,52.68,2.2,,,0.0
TOBG_SP-4269.fna,60.17,2.87,,,0.0
TOBG_SP-4260.fna,63.79,1.72,,,0.0
TOBG_SP-4258.fna,62.55,0.72,,,0.0
TOBG_SP-4251.fna,51.14,3.3,,,0.0
TOBG_SP-4248.fna,61.65,1.19,,,0.0
TOBG_SP-4246.fna,63.48,0.0,,,0.0
TOBG_SP-4236.fna,50.11,1.52,,,0.0
TOBG_SP-4225.fna,84.55,3.85,1909927.0,373444.0,0.0
TOBG_SP-4222.fna,51.65,0.0,,,0.0
TOBG_SP-4220.fna,83.28,0.0,1323200.0,67836.0,0.0
TOBG_SP-4215.fna,66.72,1.98,,,0.0
TOBG_SP-4206.fna,51.72,3.45,,,0.0
TOBG_SP-42.fna,66.09,0.0,,,0.0
TOBG_SP-4189.fna,72.56,2.87,,,0.0
TOBG_SP-4154.fna,79.41,0.85,1258060.0,35664.0,0.0
TOBG_SP-4150.fna,69.66,3.37,,,0.0
TOBG_SP-4145.fna,70.93,4.0,,,0.0
TOBG_SP-4114.fna,54.39,0.0,,,0.0
TOBG_SP-41.fna,65.01,1.65,,,0.0
TOBG_SP-4097.fna,68.45,0.0,,,0.0
TOBG_SP-4073.fna,56.14,0.0,,,0.0
TOBG_SP-4060.fna,70.12,0.74,,,0.0
TOBG_SP-4045.fna,76.77,4.88,1089911.0,820192.0,0.0
TOBG_SP-4044.fna,90.1,9.02,1292318.0,126589.0,0.0
TOBG_SP-4039.fna,68.13,0.0,,,0.0
TOBG_SP-4038.fna,79.87,3.17,1245009.0,100418.0,0.0
TOBG_SP-4032.fna,54.44,4.73,,,0.0
TOBG_SP-4027.fna,88.42,9.35,3190436.0,72467.0,0.0
TOBG_SP-4025.fna,51.61,3.23,,,0.0
TOBG_SP-4023.fna,93.92,8.11,3249496.0,68534.0,0.0
TOBG_SP-4021.fna,66.01,0.99,,,0.0
TOBG_SP-4016.fna,74.92,1.72,,,0.0
TOBG_SP-4.fna,70.54,0.0,,,0.0
TOBG_SP-3992.fna,81.07,4.37,699700.0,27393.0,0.0
TOBG_SP-3985.fna,66.07,3.63,,,0.0
TOBG_SP-3984.fna,88.12,3.96,2007118.0,290226.0,0.974495
TOBG_SP-3983.fna,100.0,9.56,4136009.0,316830.0,0.0
TOBG_SP-3982.fna,85.71,3.87,3238912.0,207537.0,0.0
TOBG_SP-3971.fna,75.82,0.0,1284142.0,23879.0,0.980339
TOBG_SP-3966.fna,76.34,5.0,2268868.0,33588.0,0.0
TOBG_SP-39.fna,76.24,0.54,1261452.0,138984.0,0.0
TOBG_SP-38.fna,91.76,3.3,1144502.0,49376.0,0.0
TOBG_SP-37.fna,99.14,1.57,4100193.0,234456.0,0.999687
TOBG_SP-362.fna,89.73,1.68,2293790.0,49736.0,0.0
TOBG_SP-361.fna,64.52,0.0,,,0.0
TOBG_SP-360.fna,75.14,1.3,3832756.0,36568.0,0.0
TOBG_SP-36.fna,64.09,0.96,,,0.0
TOBG_SP-359.fna,50.6,1.2,,,0.0
TOBG_SP-358.fna,87.94,4.73,2030970.0,141837.0,0.0
TOBG_SP-354.fna,82.1,3.91,2776252.0,47549.0,0.0
TOBG_SP-353.fna,53.45,0.0,,,0.0
TOBG_SP-352.fna,54.13,1.98,,,0.0
TOBG_SP-351.fna,76.92,1.28,1869266.0,47538.0,0.0
TOBG_SP-350.fna,99.78,0.17,2653514.0,404739.0,0.9802748000000001
TOBG_SP-35.fna,80.48,3.36,3616561.0,46184.0,0.9918024999999999
TOBG_SP-349.fna,82.36,0.43,2005130.0,154558.0,0.993348
TOBG_SP-346.fna,70.43,1.2,,,0.0
TOBG_SP-345.fna,62.96,0.49,,,0.0
TOBG_SP-344.fna,91.75,0.2,1437644.0,374497.0,0.961185
TOBG_SP-343.fna,90.56,2.18,1985284.0,73879.0,0.0
TOBG_SP-342.fna,78.88,1.98,1381570.0,59417.0,0.0
TOBG_SP-340.fna,89.02,4.27,3203335.0,48797.0,0.99361
TOBG_SP-34.fna,87.94,4.08,4523946.0,52089.0,0.994535
TOBG_SP-339.fna,68.8,1.52,,,0.0
TOBG_SP-338.fna,67.02,0.0,,,0.0
TOBG_SP-337.fna,89.16,0.0,1404973.0,84432.0,0.0
TOBG_SP-336.fna,51.28,0.43,,,0.0
TOBG_SP-335.fna,80.99,3.05,1506851.0,59703.0,0.997395
TOBG_SP-334.fna,85.48,0.0,2135264.0,248524.0,0.0
TOBG_SP-333.fna,81.03,1.72,3014278.0,71931.0,0.0
TOBG_SP-332.fna,79.63,1.85,4423858.0,72512.0,0.0
TOBG_SP-330.fna,90.3,0.54,2643743.0,155262.0,0.0
TOBG_SP-33.fna,56.9,0.0,,,0.0
TOBG_SP-329.fna,58.67,1.61,,,0.0
TOBG_SP-328.fna,87.91,0.3,1490868.0,89051.0,0.0
TOBG_SP-327.fna,53.08,0.0,,,0.0
TOBG_SP-326.fna,51.72,1.72,,,0.0
TOBG_SP-325.fna,59.48,1.72,,,0.0
TOBG_SP-324.fna,60.68,1.35,,,0.0
TOBG_SP-323.fna,52.41,1.79,,,0.0
TOBG_SP-322.fna,50.67,0.8,,,0.0
TOBG_SP-321.fna,64.36,0.59,,,0.0
TOBG_SP-320.fna,78.47,0.0,1299712.0,63706.0,0.97823
TOBG_SP-32.fna,98.64,0.74,4535791.0,116833.0,0.9865714999999999
TOBG_SP-319.fna,80.45,0.99,1279897.0,57744.0,0.0
TOBG_SP-317.fna,71.81,1.12,,,0.0
TOBG_SP-316.fna,83.33,0.0,1300963.0,113549.0,0.0
TOBG_SP-315.fna,65.28,0.0,,,0.0
TOBG_SP-314.fna,59.81,0.93,,,0.0
TOBG_SP-313.fna,55.96,0.31,,,0.0
TOBG_SP-312.fna,82.88,0.0,3031767.0,99456.0,0.9905075
TOBG_SP-3119.fna,81.32,9.29,1661159.0,43275.0,0.0
TOBG_SP-3118.fna,85.46,6.25,1946822.0,62531.0,0.0
TOBG_SP-3117.fna,50.55,2.2,,,0.0
TOBG_SP-3115.fna,53.6,4.0,,,0.0
TOBG_SP-3112.fna,85.96,5.65,1744466.0,132363.0,0.0
TOBG_SP-3111.fna,83.8,9.89,2695991.0,48956.0,0.0
TOBG_SP-3110.fna,72.68,2.89,,,0.0
TOBG_SP-311.fna,94.44,2.2,2021477.0,439213.0,0.9729795
TOBG_SP-3109.fna,94.62,9.14,1778411.0,74325.0,0.0
TOBG_SP-3107.fna,73.78,3.2,,,0.0
TOBG_SP-3105.fna,86.81,6.04,1457926.0,49880.0,0.0
TOBG_SP-3103.fna,92.25,8.28,2784006.0,62882.0,0.0
TOBG_SP-3102.fna,54.68,2.22,,,0.0
TOBG_SP-3100.fna,69.44,3.66,,,0.0
TOBG_SP-310.fna,63.79,1.72,,,0.0
TOBG_SP-3098.fna,88.24,8.09,1749664.0,54976.0,0.0
TOBG_SP-3097.fna,76.37,3.3,2117628.0,40633.0,0.0
TOBG_SP-3096.fna,60.72,4.82,,,0.0
TOBG_SP-3093.fna,58.67,3.2,,,0.0
TOBG_SP-3092.fna,67.2,2.53,,,0.0
TOBG_SP-3091.fna,63.67,2.2,,,0.0
TOBG_SP-309.fna,55.36,0.0,,,0.0
TOBG_SP-3089.fna,64.49,2.09,,,0.0
TOBG_SP-3088.fna,58.74,4.0,,,0.0
TOBG_SP-3087.fna,58.11,3.6,,,0.0
TOBG_SP-3086.fna,62.12,2.36,,,0.0
TOBG_SP-3084.fna,90.65,5.16,5851096.0,122618.0,0.0
TOBG_SP-3083.fna,94.74,7.66,6383855.0,92748.0,0.99729
TOBG_SP-3082.fna,57.35,2.15,,,0.0
TOBG_SP-3081.fna,54.41,4.41,,,0.0
TOBG_SP-3078.fna,59.43,2.11,,,0.0
TOBG_SP-3075.fna,54.81,4.25,,,0.0
TOBG_SP-3074.fna,80.44,5.6,1674391.0,132463.0,0.0
TOBG_SP-3073.fna,79.34,4.41,1343137.0,86953.0,0.0
TOBG_SP-3070.fna,87.18,6.41,2719402.0,74618.0,0.967996
TOBG_SP-307.fna,66.0,0.0,,,0.0
TOBG_SP-3069.fna,72.41,4.73,,,0.0
TOBG_SP-3068.fna,76.81,4.8,1562263.0,94385.0,0.0
TOBG_SP-3067.fna,58.47,4.8,,,0.0
TOBG_SP-3066.fna,70.93,3.6,,,0.0
TOBG_SP-3065.fna,72.35,4.6,,,0.0
TOBG_SP-3063.fna,84.8,5.6,1474404.0,82017.0,0.0
TOBG_SP-3062.fna,71.47,4.8,,,0.0
TOBG_SP-3061.fna,73.79,2.14,,,0.0
TOBG_SP-3060.fna,92.31,7.69,1455265.0,60264.0,0.0
TOBG_SP-3059.fna,86.0,5.6,1918464.0,113517.0,0.0
TOBG_SP-3058.fna,73.41,3.3,,,0.0
TOBG_SP-3056.fna,51.87,4.4,,,0.0
TOBG_SP-3054.fna,74.93,4.0,,,0.0
TOBG_SP-3051.fna,60.99,2.4,,,0.0
TOBG_SP-3050.fna,72.72,2.82,,,0.0
TOBG_SP-305.fna,82.8,3.76,1518385.0,75413.0,0.955895
TOBG_SP-3049.fna,62.54,3.28,,,0.0
TOBG_SP-3048.fna,78.37,2.04,3353924.0,61256.0,0.999262
TOBG_SP-3046.fna,85.09,8.77,1524246.0,60600.0,0.0
TOBG_SP-3045.fna,68.98,3.96,,,0.0
TOBG_SP-3044.fna,79.21,4.95,1193812.0,53809.0,0.0
TOBG_SP-3042.fna,66.13,3.36,,,0.0
TOBG_SP-3041.fna,77.71,4.46,1271263.0,87532.0,0.989351
TOBG_SP-3040.fna,93.79,8.56,2102722.0,311246.0,0.0
TOBG_SP-304.fna,85.7,2.14,2319253.0,64256.0,0.967408
TOBG_SP-3038.fna,64.02,2.13,,,0.0
TOBG_SP-3037.fna,90.21,5.49,4470947.0,106470.0,0.0
TOBG_SP-3036.fna,73.06,2.99,,,0.0
TOBG_SP-3035.fna,84.64,9.76,4081570.0,112010.0,0.0
TOBG_SP-3034.fna,52.75,3.99,,,0.0
TOBG_SP-3031.fna,90.17,5.75,3248353.0,78051.0,0.9926079999999999
TOBG_SP-3030.fna,94.83,8.62,3364662.0,132738.0,0.998343
TOBG_SP-303.fna,73.2,1.6,,,0.0
TOBG_SP-3029.fna,84.36,9.19,1620563.0,39818.0,0.0
TOBG_SP-3028.fna,81.21,8.05,1835621.0,76563.0,0.0
TOBG_SP-3027.fna,54.22,4.59,,,0.0
TOBG_SP-3025.fna,74.67,3.36,,,0.0
TOBG_SP-3024.fna,77.73,3.26,1815283.0,36954.0,0.0
TOBG_SP-3023.fna,79.7,2.28,2572992.0,52429.0,0.0
TOBG_SP-3022.fna,69.18,2.56,,,0.0
TOBG_SP-3021.fna,90.16,7.79,2758833.0,59545.0,0.980339
TOBG_SP-3020.fna,52.84,2.17,,,0.0
TOBG_SP-302.fna,72.67,1.2,,,0.0
TOBG_SP-3017.fna,83.72,5.42,2465451.0,50768.0,0.0
TOBG_SP-3016.fna,56.84,2.03,,,0.0
TOBG_SP-3014.fna,75.33,2.4,1669517.0,78980.0,0.0
TOBG_SP-3013.fna,89.02,6.75,2005348.0,48363.0,0.0
TOBG_SP-3012.fna,51.2,2.4,,,0.0
TOBG_SP-3010.fna,54.31,2.57,,,0.0
TOBG_SP-301.fna,92.83,0.0,1403377.0,113503.0,0.0
TOBG_SP-3009.fna,72.94,2.69,,,0.0
TOBG_SP-3007.fna,54.22,3.6,,,0.0
TOBG_SP-3006.fna,65.93,4.4,,,0.0
TOBG_SP-3005.fna,56.42,3.23,,,0.0
TOBG_SP-3004.fna,88.05,9.93,1594079.0,30936.0,0.967447
TOBG_SP-3003.fna,85.42,7.03,2418508.0,56749.0,0.0
TOBG_SP-3001.fna,69.7,2.69,,,0.0
TOBG_SP-300.fna,69.08,0.06,,,0.0
TOBG_SP-30.fna,79.15,0.23,2631522.0,29263.0,0.972708
TOBG_SP-3.fna,99.78,0.0,3575202.0,344231.0,0.0
TOBG_SP-2999.fna,94.79,5.41,4908770.0,305426.0,0.0
TOBG_SP-2998.fna,62.82,2.2,,,0.0
TOBG_SP-2997.fna,66.5,2.99,,,0.0
TOBG_SP-2995.fna,53.81,2.03,,,0.0
TOBG_SP-2993.fna,68.17,2.91,,,0.0
TOBG_SP-2992.fna,53.09,3.55,,,0.0
TOBG_SP-299.fna,88.89,0.0,1677714.0,390892.0,0.0
TOBG_SP-2989.fna,77.66,2.2,1718797.0,27842.0,0.0
TOBG_SP-2986.fna,68.87,4.27,,,0.0
TOBG_SP-2985.fna,88.64,5.54,3580267.0,33462.0,0.0
TOBG_SP-2983.fna,80.77,8.24,1428613.0,36112.0,0.0
TOBG_SP-2982.fna,80.93,5.28,3920627.0,71277.0,0.0
TOBG_SP-2979.fna,85.47,9.57,2725831.0,72094.0,0.0
TOBG_SP-2978.fna,90.52,8.62,3127694.0,162278.0,0.0
TOBG_SP-2977.fna,63.69,3.03,,,0.0
TOBG_SP-2976.fna,73.08,3.24,,,0.0
TOBG_SP-2975.fna,83.28,6.71,1489623.0,36021.0,0.0
TOBG_SP-2974.fna,63.6,2.21,,,0.0
TOBG_SP-2972.fna,82.18,7.92,1146920.0,65673.0,0.0
TOBG_SP-2971.fna,58.12,3.42,,,0.0
TOBG_SP-2970.fna,88.95,9.89,2259481.0,143297.0,0.0
TOBG_SP-297.fna,53.87,0.0,,,0.0
TOBG_SP-296.fna,54.4,0.0,,,0.0
TOBG_SP-295.fna,94.92,4.39,2484299.0,129115.0,0.0
TOBG_SP-294.fna,57.62,1.98,,,0.0
TOBG_SP-293.fna,87.53,2.41,2111649.0,48489.0,0.0
TOBG_SP-292.fna,95.47,0.35,2172123.0,175857.0,0.0
TOBG_SP-291.fna,95.98,7.66,4617483.0,120961.0,0.97011
TOBG_SP-290.fna,51.72,1.72,,,0.0
TOBG_SP-29.fna,82.88,2.86,1666069.0,98688.0,0.0
TOBG_SP-289.fna,84.4,4.39,1485911.0,73310.0,0.0
TOBG_SP-288.fna,89.86,4.63,3667612.0,94593.0,0.995219
TOBG_SP-287.fna,50.9,0.18,,,0.0
TOBG_SP-286.fna,66.73,1.54,,,0.0
TOBG_SP-285.fna,85.48,4.3,1764392.0,41075.0,0.0
TOBG_SP-284.fna,76.68,0.99,1777664.0,27088.0,0.981897
TOBG_SP-283.fna,83.07,3.68,2147645.0,64148.0,0.0
TOBG_SP-282.fna,90.44,2.21,1623259.0,99118.0,0.0
TOBG_SP-281.fna,82.91,2.14,1941723.0,70636.0,0.0
TOBG_SP-280.fna,53.21,1.14,,,0.0
TOBG_SP-28.fna,81.64,1.0,4041891.0,46646.0,0.0
TOBG_SP-279.fna,96.77,0.0,2156134.0,172232.0,0.0
TOBG_SP-277.fna,64.67,0.38,,,0.0
TOBG_SP-276.fna,73.3,1.1,,,0.0
TOBG_SP-275.fna,97.37,6.09,3873455.0,246593.0,0.0
TOBG_SP-274.fna,82.26,1.44,3217930.0,46604.0,0.0
TOBG_SP-273.fna,50.77,0.0,,,0.0
TOBG_SP-272.fna,79.76,1.6,1935643.0,104364.0,0.0
TOBG_SP-27.fna,90.48,0.11,1204724.0,77842.0,0.0
TOBG_SP-269.fna,81.81,3.48,3110986.0,39489.0,0.973939
TOBG_SP-268.fna,55.89,0.78,,,0.0
TOBG_SP-267.fna,95.38,0.2,1712152.0,145265.0,0.0
TOBG_SP-266.fna,66.81,1.44,,,0.0
